2140765896	-40600488	1964340488	
-733454568	-604955320	-1323608104	
1797916552	1225135768	-240499768	
415681368	363618824	-1559419368	
255816264	-1610197288	921371784	
-1454830184	158542024	1159821912	
1237085960	1279085848	835708744	
2092414424	738140552	-1517984616	
1428696520	759204184	286891016	
-816524264	1108769864	1116435672	
1014652552	334961560	1467830984	
1497364568	68675848	-179324136	
-1694027448	39687128	-1695499384	
-1940245864	-676948024	515622744	
596334088	-1062600168	1142294088	
-762703144	-1971963768	-672487016	
827849928	-1865419176	-1463295224	
-580933352	1094122312	-1091767848	
782161288	1633976472	-1530560056	
1880655192	-710832120	283947032	
-488763320	-1193135912	1535021704	
-1526483048	-1499257144	447837272	
-999531256	-1437788392	369050952	
-2025467944	1705602952	-1601941864	
807726024	2083963736	939280904	
-235086312	-1274111416	-1233924392	
-231510904	1126319512	251580616	
-37457320	1805997832	-1711799016	
-754970808	-2008535592	-961508984	
-577135464	895800776	1979089240	
-482638840	767200280	357016648	
-467735336	-1724594552	-1842981992	
168491720	417919064	991088904	
-2109705448	-103196344	1188301784	
-531356792	-997954920	-1205518392	
1748483928	-134267384	637909528	
740896328	-1295807784	-1558011768	
-1980767848	2137498824	587132504	
1465174792	-788111080	-735370424	
-1614190120	1228160392	421836952	
67512776	903511384	518486024	
-725719016	-430753720	-348018472	
1788672648	979300248	-1632317752	
-1427739560	1829455112	-1943417064	
1939172680	-938981416	-1611606136	
-1218804072	-1398303800	-1715553448	
-2003553784	-876308968	-110771640	
-1367783720	1380177032	-883720808	
-544048952	394226264	-1328136440	
1368046872	-1313327288	1282450904	
-1960185464	-1828334440	-1918272056	
650410328	-307926008	888685592	
-486486968	1967809752	-994627960	
2091748248	27304648	-1482037160	
-548030200	1460218648	808681800	
300057560	-1182823544	-1207524712	
-894703672	1204533080	-1900337656	
-767987176	-389786040	278201048	
882313352	-1504896616	209669320	
1917183576	1026142984	1787107608	
1487358792	1430118872	-510548600	
1245507736	-816918072	1068791128	
880107528	-43507688	407920712	
-1455873832	478372488	-1206769768	
1338930888	1714644056	-1762513656	
-237074664	1555273032	-1419591720	
-1040171128	-2054635880	1328692168	
694072152	796137992	-1469821416	
1195698760	-1072251176	-14926712	
970765720	1663967432	1246913112	
1095706376	-353012456	905469768	
19996120	560683400	-1110831976	
1173759432	-139824808	1482118152	
1561197592	323089480	772660440	
1728157320	-879967336	641616584	
-1115496360	417374472	-341187816	
-1508529848	-1685521448	-831327352	
1591794328	-147157048	1970777944	
264179208	1027942936	-504922552	
603880152	-422350712	620908952	
-1063324472	916774488	-2109302008	
568054040	917205832	390748632	
-1615393400	-324196200	-291538488	
1168534872	1045121032	48879640	
-522876856	717789400	422693512	
371023768	-1578099000	77093976	
1780552968	1399537432	962182472	
1767192536	1943512968	51312280	
-3873848	-485053608	1419510280	
-2357736	95162952	592197336	
-1598249848	-2034373224	-2116958008	
1312643672	1158680328	-566743784	
-943683768	-561408552	829735304	
1441154200	1179307464	-1599575720	
1263614984	503034904	235609160	
1181308120	672398984	1992555416	
1608774344	309581912	263424264	
-1205691624	-1015033528	466056152	
-953263224	-1324150120	634468296	
-1455708328	-1559562744	-550968808	
2140317256	620753624	1641535624	
-32536168	-2084135736	672912984	
1319863048	1862961432	-700998840	
502190552	732198280	-126525288	
1240998344	-5216936	1684615176	
1564708888	-1478315960	-1477439272	
145240712	1283495832	2098841288	
1041585240	244841736	684717848	
1904731464	970960856	1568083848	
669855384	-1503687736	2129044312	
537651720	1244380696	-1667548600	
270118616	-551220088	-1443420776	
595423432	-616541608	-468125944	
-1554848488	-820990136	477760984	
1665542536	1398439064	1990686152	
-641834664	-292346872	-272536552	
995902536	-161690408	-1343330680	
1985164184	-1768842552	1585238104	
-338792184	879973144	-260966072	
-895620136	1269941128	-1499641192	
1047519176	-1692950696	1889459720	
803510808	700829256	1268345560	
1302610056	695517592	1039549640	
-22360488	-900175096	-904838888	
-1622424760	-1590998568	760864136	
1704302744	-916928056	634543448	
-825288696	-2072688616	-713566136	
1487898840	-1830380920	1396428696	
-917803320	-894809000	-1403591416	
-368267496	1832783176	1426204632	
652113800	-333224296	721564616	
-1261528232	-1178349048	-11307496	
1947361864	-1098963240	1649767560	
-1685561960	808523976	-1453634984	
1181343496	-1304060648	-1276586168	
-217938472	1591710088	-1373195112	
-1089724984	1525438808	1780288520	
1247749144	53832776	1978156248	
-1500459384	-1036358760	-1303952696	
1503512664	-718186232	-660862184	
-1796464312	-536058920	66923400	
931103384	689342408	51091288	
-1602566648	-1485286888	1216411208	
-808787240	1379444872	-1624114792	
-684856120	1917961816	491606792	
-1427113704	-102241464	-654327336	
1289176456	739102872	1421963720	
1879856472	-1518534648	-260112360	
-778764216	1963393240	1609368200	
575604632	1854215880	1649886296	
1801309448	253847320	-1803799224	
-222519336	2014175112	1202822808	
1974262728	1020171096	1237563912	
-1756156392	-200177080	1719443160	
-766649208	1399952792	-1880309560	
1888371288	-1811757304	-2096081640	
-565641400	-1708982824	-868157048	
1581968536	125355464	-600682152	
-437324792	-1512776680	-845769656	
-49562408	-1275382136	1383703448	
-1694176568	-1143553960	-203669240	
480035608	418269512	-1810703400	
-1743744120	1538898584	-842715192	
-1726509224	1520348680	-1109128680	
1136926280	-376153384	395645064	
1464283544	929928392	990953048	
1871330056	-1985564392	1309414216	
-43238952	840740232	1138624664	
-734914104	-1772204712	275965960	
425768984	70920264	888568024	
398158472	-1313194088	1422311112	
-1122223016	1940698376	269360920	
1329749320	1259280344	-117094520	
848811672	1851753416	-823751848	
-133455352	-1976900072	-2070367672	
1074927320	-686930808	-911028840	
716204232	-388416936	-186405112	
-1917645544	-1238292664	1239119320	
1399480712	1539777688	938307016	
361777496	-1979130872	2049086488	
41925704	-1010354984	-2144493944	
521198488	952799944	1026013272	
1875847432	2020965144	-461868728	
514937816	-1343489144	189526680	
343660488	356222808	-955607544	
-349715944	-2087762360	-789196072	
1169782920	1236560280	1186282696	
283620952	-384883960	-566925032	
62405448	1181790680	-2060839544	
-1526316904	799719880	1355302232	
934334472	1998221336	-714649528	
-797052712	1649529480	-109217896	
1678796488	-1829161896	-314335992	
1691539224	93357384	-1778806824	
1371844488	-1529475432	-48616504	
588677976	-325350904	1339727384	
-1918379448	-2092986664	412527752	
-162789992	-394522424	-902024616	
-1861445880	1244513560	-1549709496	
975957464	-1671706232	-1633985384	
946476488	-1090109096	2120926216	
1061702680	166782024	35302616	
-1289222520	536875928	1939356360	
-1785679784	1896485128	1680225048	
1602918728	-1209545768	-208706680	
1043737240	-449151032	796360536	
230587912	-1488750056	1877110344	
-1108391208	-2069503864	1853464984	
-318446392	-1411994024	-1310979320	
547103000	-2098437304	-334681640	
-302023288	1199995032	1328245192	
1464483160	1127659528	-2119423976	
-1390643128	2141022424	-407881080	
-241651816	-2073948472	-1678889896	
2262280	-2056286440	526822728	
192677848	709629832	-1771288936	
165467080	-245466280	1332965896	
1617057304	2000618056	1745159896	
1055331464	-784515688	-1320175416	
-860411304	-1870823672	813727000	
244938568	-1558944296	1326789000	
516396184	-252789304	-1869334184	
-350966776	1833305112	1273629768	
