71612064005434758	1212660857533197263	13545311225844316517	
8851300782838290330	8082838566691405633	6134094608245578721	
2060944262362267451	11520149546789472866	13020291716074646103	
16613016822195677101	17972236893712459266	14777803288068027603	
9079934303201169893	8363262466002982695	2208306514092096731	
8744110278796823998	7274292812666508434	15767485760045375098	
6915170617156600749	5910827238476363102	15152307269799563067	
6207228620157715929	11331747115089003950	6582567985028402384	
12079792167007229462	4071096519788803681	16726651999436140431	
10700988466283553023	13570189636725074201	14951117232844430622	
984200747948514612	10716231610389312303	9109046147827451344	
2335846439439066343	11779276889221923768	5504539515641643331	
13694291838766819244	11367453345488689331	7395591228134236318	
1482604598052255789	11546630898868913498	10700836944084776200	
14509152453116547554	12211268248048702884	8369963199955934416	
8121207039845088373	13813191365465051025	1262711145873042444	
281282198059218710	5373770100692941764	11320262298983565402	
14293676730375784278	13116059704734225689	15831143519804975270	
8806835930632767561	482703688113314987	13884836693200318242	
8033627400892392685	14008544046679765528	10473650632911759872	
10270749398303117528	4830318651829300785	1992613950960316236	
9507522680195231110	10035705319595021808	6200683412987360268	
8010813696816377448	3409750410281923696	3022712293547742403	
16754718032017377575	2246632003005228782	5710269001817088360	
10551003236841264053	16497462802685262242	784441076423282719	
9855307641219230426	2986816071232277330	8160688469340584363	
8347612501973835077	8481640591365131905	9370044367940046089	
8603303531897041018	2647697987140178841	16360016655348725323	
9958080183115074587	1175739686964245371	7475303023591394787	
14067972156175717282	17106311583584043092	4970923960710144773	
8254095737676485653	14789444498392493672	16430914233869555561	
7657956896723939678	15867393050794072171	6053497716975595866	
10727764471812822286	8411803974193214286	4108723134274433603	
2937268179282235511	4531650826010380056	5514548306116791796	
9540435927796141757	3751323322804164379	14437250068672906159	
13256957175390096355	2784424810501218876	9279019591741884165	
16382358397974310421	16730603945410171809	15078639362383013377	
3442932754884910569	581592312008071157	17640441138018890498	
3291309717955869276	795193197148797771	13597112501649613793	
5380995806724756185	15759145274439611620	12172819300821331430	
4622410137308216350	1173619601062988928	14325439981610760843	
7299989130834243234	8061629290551893278	18300061496300018653	
1009670095996858986	463673400232922685	4597610729661124996	
11765682852739912176	696931615259844424	14648437908772861814	
12378588389074924721	4753264128362237643	5632561897783827435	
6975449487076872881	11693624782278792937	96658404745786082	
15092532007004017593	4061598807303318113	7440668009123073461	
13322431907203570234	11626833566000108702	633420743284272587	
5417427027853606200	6575123171187130028	15448533201187787727	
4876667962143788073	10009644416618533079	8811843588717957149	
9593372303175495809	10975066731069632770	12696246125786573200	
160032465086987546	10308148452746021211	5872668662097260658	
16406342550233699255	16359586967077220953	683280187877300509	
10545723428980972563	9483281906668713450	9846298691004750220	
3800515882834337430	5872881835898509875	71816622657203514	
8176470957656886377	15570371953591950846	11352760327752198045	
392616730353609354	5979957987793853016	15913362752679988698	
7282033083610167272	17848011806277907411	14481688410286494638	
17208298136295764320	15837982319972385468	8308325003289459296	
5823093075347228919	4156567073619307421	3815152689637727561	
11449643219369402586	16820139862453929249	4463835320760680522	
13212181533524545317	3526831470582856465	10950630394628440981	
11610800543730928937	15040226012835876685	16128582917685621838	
13585878756577103222	10218593386036012190	8925150676474352287	
6268798883502181986	9160027541248568628	14909944323916239369	
3423601613944781870	2830636690036512325	16826501900081430254	
13964652212966946503	18389632468524450352	14095222539321896670	
9511022806927188936	1366052087461751421	4658489031288265671	
3126694228512759223	12838645057152785836	5620540100361013783	
8519415288294120068	592417710209853584	1120200319262603769	
3866573194948458849	5428430344354627307	314307962504827554	
612965555463684594	9947382693373474673	236909845513185029	
5213678967168502166	2710344809332162342	4681452986261825665	
4498403502204946808	1461751214659074550	8730357627570091422	
15546229471804127309	4282698728750146136	11679237228152992924	
2900688585833331590	12103987467480795410	7278357394384499173	
2779580117501627202	7376039159665716435	8448459739450954405	
4271862747808843125	7011909817028337299	15382924615152756760	
7981011431835949862	833236818224014154	12496741369176898078	
16453118964215323290	14303590856432143346	5757425001726605342	
7239291539222022712	8426558923926588446	15842674981300684519	
5594862611339955964	7700653486478638669	6720392525989237902	
13669431109843344371	13766692541324102457	575507375295553118	
12765126338491046716	12444867989266382071	12679012151647938627	
12362273494401315819	6509523061913899737	1767423477390524279	
7056437167645750134	7437812973834294041	5672343216335635183	
3923981270329317641	2198233612841760199	17242951618309517951	
6085002716483884188	14689889020035255979	344220218131198035	
18220366538824554375	15507927376558473013	17091296802678268750	
16132615286383596919	16194668078467681794	4302657770394507938	
12931267268059362793	301458698246596226	2784934510109695674	
3958138218183257017	15700136479730453445	16040649450445151330	
1862643496336392176	5253778565542011377	237236611383079388	
6104970585953854240	4619894462830382355	8869360366668084176	
11681406613866211971	7137280911472667097	15763628698701867736	
8053402879117231481	15512981673018013686	5691377120430552098	
2336607025967489701	16538427483784382	11500066719521026851	
700350175193965409	16607164834969528051	15397956534294694304	
428640320192449841	14479947814705502662	14506253089797844192	
13213160956059318306	13872962527253784485	7540019271738852053	
11522198023807703355	7969716261313117922	1762773048909499883	
8530518642442725092	10218696350687690669	4567947944995298108	
8660596795003058924	9392139629797376236	17598695698802740835	
7044993502631938264	13340593778096217731	362377040469323760	
9198908328720707006	7727722789970778492	11979632930652900005	
254730031935947865	2235752350179000704	5370815823067579377	
12788687507727062366	810985432020580806	1110032259531359357	
9867462436156642646	8041280476062670281	4044830395801389269	
11030197772506701768	9948591340814300589	9120978262873586951	
11852360305886490305	2750827919234895650	917140989339168143	
10912224286421487315	7858678533691063282	8318420264901201731	
5662242693895795681	7168323982082344512	7832536430115646851	
11052402080249396514	3470603148790997488	14126081274431138521	
11030917989440318276	8496458739160413751	511112420255058412	
14562103118912769354	17836972481789055143	7018427614790471144	
5778781067998520076	15277175447039236455	7265066379545596364	
7849725358469251023	16288207867042726125	6271469651946856201	
6300769604793846821	8114787867130745956	10140981561088938003	
11587329268271881711	1800814963635894069	4150638954935055598	
12614239587724522323	17975208932886005972	16932495300586313272	
8238073453183221212	6054400830150486683	5541748948269179032	
17404269304779436255	1248926476431256703	8364746734712398640	
6232497961888031346	8121102424725808164	2370693165930070205	
14405547701281190423	16484574552818739399	14899704163245949296	
8812828326245387543	3386629583535149699	17428731910479366730	
419207886477670953	12061776734554090006	14641212058580122316	
14590891229676527232	6626406179161878081	12723339693056867430	
4113976321065736571	7853165354751495781	788097791224485636	
10812313989458714998	11343548648574717686	14567911908084385560	
8693008383979289240	517981241677598769	1491758586475190342	
170702202419956118	16410362375081775640	10564243727005261981	
12475004006564335647	14226974578317504128	576728705170005146	
13235288724070271903	6075059280570632820	3747034693935690834	
192283893305194711	3235181686479431386	10615611654653156063	
495306077609788770	7324889566105957770	14351920958120907025	
7173151934498031772	1910950180111450972	17936421288978695050	
18024102521092990035	15594470580957604129	15290080415349954985	
1635226449296437712	11932751897458721665	423046291782356416	
2296869100940180	589291022156262446	7391627509358189082	
2348536647255784136	9295217763126043115	7878390127015404819	
1831556221017295583	8627906523806073272	14841875931510499386	
4166753027286287015	17661854127964868993	18300549808721502754	
3043928166725147712	16118337843774637748	14582319317478949638	
1734373050177506130	9620571907691888764	7330182039629732126	
12884273238308808293	9519820749461656089	9675206628389402544	
